specimenAgingtime;specimenAgingT;specimenCreepStress;specimenMaterialStateName;specimen_ID;tEMProcess;transmissionElectronMicroscope;manufacturerSeries;tEMManufacturer;calibrationFactor;dFImage_ID;precipitateGeometryMeasurement;particleNumber;particleArea;weightedXPositionCentralPoint;weightedYPositionCentralPoint;perimeter;elipseFitMajorAxis;elipseFitMinorAxis;particleRadius_nm;labDFImage_ID;softwareAgent;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2036;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2036;190+%C2%B0C%2C+250+h_1_5_31;15587;705.406;1074.465;562.843;172.366;115.138;10.5656833385;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2037;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2037;190+%C2%B0C%2C+250+h_1_5_32;1407;1079.756;1020.661;146.368;49.2;36.412;3.1744125790;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2038;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2038;190+%C2%B0C%2C+250+h_1_5_33;7289;433.968;1131.392;388.291;109.226;84.968;7.2252070634;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2039;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2039;190+%C2%B0C%2C+250+h_1_5_34;1470;1835.309;1138.948;151.681;49.334;37.939;3.2447032970;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2040;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2040;190+%C2%B0C%2C+250+h_1_5_35;1120;1317.621;1168.146;133.497;52.553;27.135;2.8322092316;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2041;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2041;190+%C2%B0C%2C+250+h_1_5_36;675;1162.549;1163.94;99.64;36.697;23.42;2.1987113036;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2042;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2042;190+%C2%B0C%2C+250+h_1_5_37;571;1837.835;1183.663;94.669;29.567;24.589;2.0222478243;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2043;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2043;190+%C2%B0C%2C+250+h_1_5_38;1922;605.712;1203.191;163.924;55.261;44.284;3.7101632077;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2044;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2044;190+%C2%B0C%2C+250+h_1_5_39;14159;404.938;1283.211;548.458;176.271;102.273;10.0700728779;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2045;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2045;190+%C2%B0C%2C+250+h_1_5_40;875;1099.365;1237.893;110.811;38.805;28.71;2.5033429418;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2046;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2046;190+%C2%B0C%2C+250+h_1_5_41;292;863.562;1248.37;64.184;23.226;16.007;1.4461313745;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2047;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2047;190+%C2%B0C%2C+250+h_1_5_42;1298;1126.942;1291.687;137.196;49.163;33.616;3.0489736348;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2048;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2048;190+%C2%B0C%2C+250+h_1_5_43;7604;1619.227;1425.419;363.924;140.175;69.069;7.3796773932;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2049;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2049;190+%C2%B0C%2C+250+h_1_5_44;1299;1752.144;1455.153;136.125;47.066;35.141;3.0501478978;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2050;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2050;190+%C2%B0C%2C+250+h_1_5_45;240;264.338;1504.404;59.355;20.483;14.918;1.3110581167;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2051;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2051;190+%C2%B0C%2C+250+h_1_5_46;322;215.807;1508.848;80.669;29.497;13.899;1.5186030177;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2052;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2052;190+%C2%B0C%2C+250+h_1_5_47;492;173.004;1514.722;88.083;32.545;19.248;1.8771495519;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2053;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2053;190+%C2%B0C%2C+250+h_1_5_48;850;500.088;1547.791;111.64;41.038;26.372;2.4673217409;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2054;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2054;190+%C2%B0C%2C+250+h_1_5_49;4275;1708.186;1572.043;263.078;94.556;57.565;5.5333021043;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2055;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2055;190+%C2%B0C%2C+250+h_1_5_50;2898;1177.104;1609.16;200.894;66.496;55.49;4.5558090531;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2056;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2056;190+%C2%B0C%2C+250+h_1_5_51;308;1905.084;1599.205;65.012;21.582;18.17;1.4852230510;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2057;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2057;190+%C2%B0C%2C+250+h_1_5_52;892;446.459;1644.611;143.598;65.047;17.46;2.5275441471;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2058;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2058;190+%C2%B0C%2C+250+h_1_5_53;92;1129.152;1673.989;37.213;13.713;8.542;0.8117274570;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2059;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2059;190+%C2%B0C%2C+250+h_1_5_54;5214;1813.602;1718.876;316.108;124.371;53.378;6.1108529926;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2060;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2060;190+%C2%B0C%2C+250+h_1_5_55;864;1852.598;1824.647;111.296;37.026;29.711;2.4875578762;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2061;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2061;190+%C2%B0C%2C+250+h_1_5_56;4885;994.056;1970.058;263.563;87.886;70.771;5.9149163447;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2062;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2062;190+%C2%B0C%2C+250+h_1_5_57;686;1941.657;1947.491;104.912;40.538;21.546;2.2165543290;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2063;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2063;190+%C2%B0C%2C+250+h_1_5_58;1186;1902.422;1994.545;131.439;48.384;31.21;2.9144638122;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2064;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_5;precipitateGeometryMeasurementProcess_2064;190+%C2%B0C%2C+250+h_1_5_59;421;1047.98;2020.863;76.426;26.048;20.579;1.7364303605;L_190+%C2%B0C%2C+250+h_1_5;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2065;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2065;190+%C2%B0C%2C+250+h_1_6_1;3990;305.27;80.168;249.421;81.177;62.582;5.3456776962;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2066;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2066;190+%C2%B0C%2C+250+h_1_6_2;111;116.599;74.878;47.355;15.03;9.403;0.8916159155;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2067;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2067;190+%C2%B0C%2C+250+h_1_6_3;7609;1193.932;152.944;360.132;123.246;78.608;7.3821032429;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2068;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2068;190+%C2%B0C%2C+250+h_1_6_4;1352;363.226;163.79;138.953;48.039;35.834;3.1117497871;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2069;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2069;190+%C2%B0C%2C+250+h_1_6_5;236;1563.169;167.356;61.941;24.896;12.069;1.3000867262;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2070;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2070;190+%C2%B0C%2C+250+h_1_6_6;554;533.731;186.399;111.012;47.567;14.829;1.9919168485;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2071;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2071;190+%C2%B0C%2C+250+h_1_6_7;503;1923.943;205.611;86.912;31.624;20.252;1.8980179496;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2072;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2072;190+%C2%B0C%2C+250+h_1_6_8;434;1718.742;206.032;89.355;38.247;14.448;1.7630360287;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2073;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2073;190+%C2%B0C%2C+250+h_1_6_9;97;1284.438;245.727;46.527;17.413;7.093;0.8334934472;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2074;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2074;190+%C2%B0C%2C+250+h_1_6_10;227;1052.337;258.817;56.527;20.048;14.417;1.2750559767;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2075;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2075;190+%C2%B0C%2C+250+h_1_6_11;1432;197.199;303.758;149.439;52.688;34.605;3.2024903642;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2076;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2076;190+%C2%B0C%2C+250+h_1_6_12;1678;1321.236;318.93;191.037;62.974;33.926;3.4666683938;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2077;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2077;190+%C2%B0C%2C+250+h_1_6_13;152;1189.053;302.816;44.87;14.386;13.453;1.0433694507;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2078;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2078;190+%C2%B0C%2C+250+h_1_6_14;9121;620.772;395.49;374.919;136.077;85.343;8.0823480881;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2079;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2079;190+%C2%B0C%2C+250+h_1_6_15;2128;1416.341;406.371;170.752;55.945;48.43;3.9039310125;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2080;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2080;190+%C2%B0C%2C+250+h_1_6_16;390;1329.731;402.3;83.941;30.777;16.134;1.6712777301;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2081;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2081;190+%C2%B0C%2C+250+h_1_6_17;400;1222.03;409.118;82.569;29.508;17.26;1.6925687506;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2082;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2082;190+%C2%B0C%2C+250+h_1_6_18;117;1236.355;425.765;42.627;13.431;11.092;0.9153965127;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2083;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2083;190+%C2%B0C%2C+250+h_1_6_19;604;1621.826;509.79;102.569;33.421;23.01;2.0798633016;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2084;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2084;190+%C2%B0C%2C+250+h_1_6_20;3309;1717.615;637.989;218.551;69.754;60.4;4.8681584610;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2085;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2085;190+%C2%B0C%2C+250+h_1_6_21;5804;987.099;695.946;297.362;102.761;71.913;6.4473318541;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2086;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2086;190+%C2%B0C%2C+250+h_1_6_22;211;873.775;706.903;56.284;21.539;12.473;1.2292990623;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2087;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2087;190+%C2%B0C%2C+250+h_1_6_23;478;219.211;752.109;80.669;28.685;21.217;1.8502493956;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2088;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2088;190+%C2%B0C%2C+250+h_1_6_24;676;265.661;803.815;102.225;38.169;22.55;2.2003393758;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2089;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2089;190+%C2%B0C%2C+250+h_1_6_25;135;1080.441;841.752;44.87;17.394;9.882;0.9832935875;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2090;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2090;190+%C2%B0C%2C+250+h_1_6_26;6561;83.666;960.204;336.233;122.967;67.935;6.8549034401;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2091;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2091;190+%C2%B0C%2C+250+h_1_6_27;620;747.735;936.511;99.841;38.81;20.34;2.1072311008;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2092;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2092;190+%C2%B0C%2C+250+h_1_6_28;165;988.276;981.621;47.113;17.053;12.32;1.0870719629;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2093;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2093;190+%C2%B0C%2C+250+h_1_6_29;808;481.001;1007.069;115.983;36.02;28.561;2.4055921788;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2094;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2094;190+%C2%B0C%2C+250+h_1_6_30;12377;792.277;1056.291;451.931;159.629;98.722;9.4150800782;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2095;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2095;190+%C2%B0C%2C+250+h_1_6_31;261;496.538;1045.914;73.113;31.242;10.637;1.3672142504;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2096;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2096;190+%C2%B0C%2C+250+h_1_6_32;928;981.995;1065.527;114.811;40.401;29.246;2.5780439142;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2097;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2097;190+%C2%B0C%2C+250+h_1_6_33;136;1334.662;1055.125;42.87;14.723;11.761;0.9869286964;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2098;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2098;190+%C2%B0C%2C+250+h_1_6_34;112;1615.196;1070.616;41.213;15.408;9.255;0.8956231982;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2099;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2099;190+%C2%B0C%2C+250+h_1_6_35;988;107.197;1143.234;122.811;45.894;27.41;2.6600805946;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2100;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2100;190+%C2%B0C%2C+250+h_1_6_36;733;185.43;1148.597;100.811;33.129;28.172;2.2912280109;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2101;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2101;190+%C2%B0C%2C+250+h_1_6_37;287;1384.699;1203.838;63.355;21.735;16.813;1.4336966520;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
250;190;0;190 °C, 250 h;190+%C2%B0C%2C+250+h_1;tEMProcess_2102;tEM;STEM_JEOL_JEM_2200_FS;JEOL;0.0225;190+%C2%B0C%2C+250+h_1_6;precipitateGeometryMeasurementProcess_2102;190+%C2%B0C%2C+250+h_1_6_38;577;1319.386;1224.299;95.255;36.531;20.111;2.0328448287;L_190+%C2%B0C%2C+250+h_1_6;ImageJ;;;
